area,train,freq,slope,label_pixel_area
20.623,True,0.0390625,3.9679358717434923,12731.0
22.713,False,0.05078125,177.83567134268537,8560.0
33.924,False,0.05859375,91.98396793587175,10072.0
36.583,False,0.0625,88.37675350701403,9401.0
37.823,True,0.0546875,177.83567134268537,12582.0
38.342,True,0.0625,1.4428857715430894,9618.0
43.564,True,0.05859375,178.5571142284569,12277.0
44.502,True,0.0703125,178.5571142284569,9212.0
49.17,False,0.0546875,87.65531062124248,16091.0
51.691,False,0.0625,178.1963927855711,12417.0
52.449,True,0.07421875,178.1963927855711,9640.0
56.566,True,0.06640625,88.37675350701403,12134.0
58.937,False,0.0703125,1.803607214428851,12095.0
59.068,True,0.0703125,178.5571142284569,12280.0
59.3,True,0.07421875,1.4428857715430894,10828.0
59.763,False,0.06640625,1.4428857715430894,13100.0
63.746,True,0.07421875,178.5571142284569,11442.0
65.467,False,0.07421875,1.803607214428851,12082.0
69.544,True,0.07421875,87.65531062124248,13304.0
72.119,True,0.0625,0.3607214428857617,17539.0
72.712,True,0.06640625,2.164328657314627,15761.0
77.259,True,0.0625,91.62324649298596,20197.0
80.999,True,0.0625,1.0821643286573135,19951.0
83.779,True,0.0703125,1.4428857715430894,17696.0
83.822,False,0.07421875,1.803607214428851,15573.0
84.063,False,0.07421875,1.4428857715430894,15234.0
84.841,True,0.06640625,0.3607214428857617,18063.0
84.957,True,0.06640625,1.803607214428851,18288.0
85.547,True,0.0625,88.01603206412825,20702.0
86.034,True,0.07421875,178.1963927855711,15578.0
96.09,True,0.078125,1.0821643286573135,16217.0
97.013,True,0.07421875,91.98396793587175,18173.0
98.599,True,0.07421875,178.9178356713427,18328.0
100.473,True,0.06640625,1.4428857715430894,21589.0
101.217,False,0.08203125,90.90180360721443,15300.0
104.478,False,0.078125,88.37675350701403,17007.0
107.84,True,0.0859375,179.6392785571142,15042.0
109.973,True,0.08203125,88.37675350701403,16508.0
114.833,True,0.078125,88.73747494989979,18041.0
119.387,True,0.08203125,1.0821643286573135,17542.0
125.983,False,0.08203125,1.4428857715430894,18810.0
127.88,True,0.09765625,0.7214428857715518,12933.0
129.532,True,0.09375,178.1963927855711,15072.0
131.977,True,0.08984375,2.164328657314627,16341.0
134.043,True,0.078125,88.01603206412825,21408.0
135.637,True,0.109375,176.39278557114227,10812.0
138.338,True,0.08984375,178.5571142284569,17264.0
138.73,True,0.0859375,88.73747494989979,18061.0
144.27,True,0.08203125,0.7214428857715518,20946.0
161.82,True,0.08984375,0.7214428857715518,20028.0
169.007,False,0.0859375,89.8196392785571,22992.0
180.049,True,0.09375,178.5571142284569,21162.0
190.003,True,0.08984375,177.83567134268537,24422.0
194.683,True,0.0859375,1.803607214428851,27273.0
